station,agency,station_type,vertical_datum,park,lat_nad83,long_nad83,ground_surface_elevation_ft,basin,NGVD29_NAVD88_conversion,comments
S26,SFWMD,,,,25.80659,-80.26083,,,-1.545,
S26P,SFWMD,discharge,NGVD29,,25.807471,-80.260528,,,,Pump station at S26
S27,SFWMD,,,,25.84712,-80.18874,,,-1.539,
S28,SFWMD,,,,25.86947,-80.17831,,,-1.545,
S28Z,SFWMD,,,,25.91186,-80.29306,,,-1.558,
S29,SFWMD,,,,25.92686,-80.15083,,,-1.565,
S29Z,SFWMD,,,,25.96047,-80.26444,,,-1.578,
S2HILLS,USGS,,,,26.69875,-80.71614,,,-1.404,USGS flow gage: HILLSBORO CA BL HGS-4 NR SOUTH BAY
S2NNR,USGS,,,,26.69871,-80.71609,,,-1.404,USGS flow gage: N NEW RIVER CN BL HGS-4 NR SOUTH B
S2T,SFWMD,,,,26.69875,-80.71614,,,-1.404,
S3,SFWMD,,,,26.69738,-80.80723,,,-1.401,
S30,SFWMD,,,,25.9552,-80.43139,,,-1.522,
S308,SFWMD,,,,26.98376,-80.61806,,,-1.191,
S31,SFWMD,,,,25.94132,-80.44011,,,-1.522,
S319,SFWMD,STA_inflow,,,26.68189344,-80.32648366,,STA1E,,
S32,SFWMD,,,,25.94148,-80.43945,,,-1.522,
S328,SFWMD,,,Everglades National,25.46327138,-80.5736838,,,,
S33,SFWMD,,,,26.13413,-80.19082,,,-1.581,
S331,SFWMD,,,,25.611083,-80.509306,,Rocky_Glades,-1.562,
S331P,SFWMD,,,,25.611083,-80.509306,,,-1.562,
S331Rain,NPS_ENP,,,Everglades National,25.611083,-80.509306,,,,real time rain from S331
S331RAIN_nexrad,SFWMD_synthetic,synthetic,,,25.61377,-80.50669,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10036440
S331S,SFWMD,,,,25.611083,-80.509306,,,-1.562,S331 Syphon Flows
S331T,SFWMD,composite,,,25.611083,-80.509306,,,-1.562,S331P+S331S
S331T_S173,SFWMD,composite,,,25.611083,-80.509306,,,-1.562,S331P+S331S+S173
S331_FC,SFWMD,,,,25.611083,-80.509306,,,,S331 flow when Angels is above 5.4
S332,SFWMD,,,,25.42474,-80.59004,,,-1.578,
S332BMILE1,NPS_ENP,discharge,,Everglades National,25.53531,-80.56042,,East_EVER_Canals,-1.562,
S332BN,SFWMD,,,,25.54944,-80.56056,,Rocky_Glades,,
S332BT,SFWMD,,,,25.54944,-80.56056,,Rocky_Glades,,
S332BW,SFWMD,,,,25.5495511,-80.5606272,,Rocky_Glades,,
S332B_SG1,NPS_ENP,study,,Everglades National,25.54177,-80.57549,9.93,Rocky_Glades,-1.565,
S332B_SG2,NPS_ENP,study,,Everglades National,25.54177,-80.57549,7.81,Rocky_Glades,-1.565,
S332B_SG3,NPS_ENP,study,,Everglades National,25.54181,-80.57724,6.89,Rocky_Glades,-1.565,
S332B_SG4,NPS_ENP,study,,Everglades National,25.54182,-80.57943,7.72,Rocky_Glades,-1.565,
S332C,SFWMD,,,,25.5151508,-80.5601197,,Taylor_Slough,,
S332CBRIDGE,NPS_ENP,discharge,,Everglades National,25.49853,-80.55985,,East_EVER_Canals,-1.545,
S332CMILE1,NPS_ENP,discharge,,Everglades National,25.50289,-80.55981,,East_EVER_Canals,-1.549,
S332C_MW7,NPS_ENP,study,LOCAL,Everglades National,25.51474,-80.57736,,Rocky_Glades,-1.555,
S332D,SFWMD,,,,25.4829556,-80.5637778,,,,
S332DX1,SFWMD,,NGVD29,,25.483119,-80.57101,,Rocky_Glades,-1.555,
S333,SFWMD,,,,25.76066,-80.67449,,,-1.532,
S334,SFWMD,,,,25.76111,-80.5025,,,-1.558,
S335,SFWMD,,,,25.77468,-80.48311,,,-1.562,
S336,SFWMD,,,,25.76111,-80.4969,,,-1.562,
S337,SFWMD,,,,25.94078,-80.4408,,,-1.522,
S338,SFWMD,,,,25.6591,-80.48027,,,-1.555,
S339,SFWMD,,,,26.21602,-80.69027,,,-1.457,
S34,SFWMD,,,,26.14881,-80.44222,,,-1.489,
S340,SFWMD,,,,26.11714,-80.61222,,,-1.473,
S343A,SFWMD,,,,25.78733,-80.85528,,WCA3A,-1.486,
S343B,SFWMD,,,,25.77656,-80.84421,,WCA3A,-1.489,
S344,SFWMD,,,,25.91738,-80.83621,,,-1.476,
S351,SFWMD,,,,26.69961,-80.71472,,,-1.407,
S352,SFWMD,,,,26.86238,-80.63195,,,-1.23,
S354,SFWMD,,,,26.69739,-80.80666,,,-1.401,
S355A,SFWMD,,,,25.76170708,-80.5910878,,WCA3B,,
S355B,SFWMD,,,,25.76165948,-80.55341712,,WCA3B,,
S356,SFWMD,,,,25.76150353,-80.50237729,,,,
S356GW,SFWMD,,NGVD29,,25.76147,-80.50129,,,1.55,"4 wells at different depths, outside fenced area"
S357,SFWMD,,,,25.60771296,-80.52448961,,,,
S357N,SFWMD,,NGVD29,,25.608106,-80.5330773,,,,
S36,SFWMD,,,,26.17186,-80.17833,,,-1.575,
S361,SFWMD,STA_seepage_return,,,26.78643889,80.464325,,STA1E,,
S362,SFWMD,STA_outflow,,,26.62562399,-80.31780594,,STA1E,,
S37A,SFWMD,,,,26.20422,-80.13222,,,-1.585,
S37B,SFWMD,,,,26.22241,-80.17063,,,-1.572,
S38,SFWMD,,,,26.22825,-80.29837,,,-1.539,
S380,SFWMD,,NGVD29,,25.76130963,-80.4483079,,,,
S38A,SFWMD,,,,26.2288,-80.29778,,,-1.539,
S38C,SFWMD,,,,26.22741,-80.29778,,,-1.539,
S39,SFWMD,,,,26.35462,-80.29749,,,-1.519,
S3P,SFWMD,,,,26.69738,-80.80723,,,-1.401,
S4,SFWMD,,,,26.78826,-80.9617,,,-1.345,
S40,SFWMD,,,,26.41712,-80.07417,,,-1.549,
S41,SFWMD,,,,26.52961,-80.05916,,,-1.552,
S44,SFWMD,,,,26.81516,-80.08167,,,-1.512,
S46,SFWMD,,,,26.93272,-80.14178,,,-1.499,
S48,SFWMD,,,,27.20170939,-80.29927072,,,,
S49,SFWMD,,,,27.26140468,-80.35931453,,,,
S4P,SFWMD,,,,26.78826,-80.9617,,,-1.345,
S5A,SFWMD,,,,26.68294,-80.3675,,,-1.463,
S5AE,SFWMD,,,,26.6835,-80.36333,,,-1.463,
S5AP,SFWMD,,,,26.68294,-80.3675,,,-1.463,
S5AS,SFWMD,,,,26.68279,-80.36388,,,-1.463,
S5AS5AS,SFWMD,,,,26.68211,-80.36917,,,-1.463,
S5AW,SFWMD,,,,26.6835,-80.36431,,,-1.463,
S5AX,SFWMD,,,,26.67739,-80.53778,,,-1.424,
S5AY,SFWMD,,,,26.76544,-80.49972,,,-1.388,
S6,SFWMD,,,,26.47074,-80.44556,,WCA1,-1.401,
S65E,SFWMD,,NGVD29,,27.22006,-80.94889,,,,Spillway into LakeO from Kissimee
S65EX1,SFWMD,,,,27.228494,80.963031,,LAKE OKEECHOBEE,,Kissimmee Restoration Project
S68,USGS,,,,25.81437,-80.28638,,,-1.552,
S6P,SFWMD,,,,26.47074,-80.44556,,,-1.401,
S6Z,SFWMD,,,,26.64128,-80.58083,,,-1.44,
S6_R,SFWMD,,,,26.4723,-80.44561,,S-2_6_7,,
S7,SFWMD,,,,26.33435,-80.53666,,,-1.457,
S700,SFWMD,,NGVD29,,25.62339,-80.31161,,,,Deering Estate Pump Station
S71,SFWMD,,NGVD29,,27.03384,-81.0712,,,,LakeO Inflow Structure
S72,SFWMD,,NGVD29,,27.09267,-81.0062,,,,LakeO Inflow Structure
S77,SFWMD,,,,26.83774,-81.08551,,,-1.316,
S78,USACE,,,,26.788715,-81.304008,,,,
S79,SFWMD,,,,26.72238715,-81.69303962,,Caloosahatchee,,
S7T,SFWMD,,,,26.33435,-80.53666,,,,
S7WX,SFWMD,,,,26.33434,-80.53667,,,-1.457,
S7Z,SFWMD,,,,26.50363,-80.67279,,,-1.447,
S7_R,SFWMD,,,,26.33591,-80.53672,,STA3,,
S8,SFWMD,,,,26.33062,-80.77418,,,-1.444,
S80,SFWMD,,,,27.11193993,-80.28548782,,St. Lucie,,
S84,SFWMD,,,,27.21579074,-80.97357716,,,,
S84X,SFWMD,,NGVD29,,27.21606,-80.97358,,,,Lake O inflow
S8T,SFWMD,,,,26.33062,-80.77418,,,,
S8Z,SFWMD,weather,,,26.47729639,-80.82117083,,,,
S9,SFWMD,,,,26.05992,-80.44089,,,-1.496,
S97,SFWMD,,,,27.20551256,-80.34068697,,,,
S9A,SFWMD,,NGVD29,,26.06192995,-80.44355435,,,,S9A Pump Station-- Critical Project Seepage Retur
S9BUFN,SFWMD,,,,26.06575,-80.44,,,-1.496,
S9BUFS,SFWMD,,,,26.05242,-80.43972,,,-1.499,
S9XN,SFWMD,,,,26.06047,-80.4433,,,-1.496,
S9XS,SFWMD,,,,26.05853,-80.44329,,,-1.496,
SALT_RIVER_BAY,NDBC,weather,,Virgin Islands,17.784,-64.762,,,,"Salt River Bay, St. Croix, VI Owner NOAA_ICON"
SAND_KEY,NDBC,weather,,,24.454,-81.977,,,,"Sand Key Lighthouse, owner NDBC"
SARI_SG,NPS_SFCN,marine,,SARI,17.78524293,-64.76063686,,,,
SARI_WW,NPS_SFCN,marine,,SARI,17.78494139,-64.7590023,,,,
SBDD,SFWMD,,,,26.0363,-80.36223,,,-1.565,
SB_Audubon,Audubon,marine,,,25.24,-80.48728,,,-1.542,Jerry Lorenz/Pete Frezza station
SD,Audubon,marine,NGVD29,Everglades National,25.143406,-81.030198,0.66,Cape_Sable,-1.447,GSE is elevation of adjacent black mangrove area
SDK-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.01879,-80.78642,,SID KEY,,Florida Bay WQ station
SDK-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.01329,-80.81255,,SID KEY,,Florida Bay WQ station
SEOFF,NOAA,marine,UNKNOWN,Everglades National,25.1657,-81.336,,,,AOML southeast_A offshore flow and salinity
SFCD,SFWMD,,,,26.72655,-80.85334,,,-1.375,
SFCD5E,SFWMD,,NGVD29,,26.688697,-80.8092,,,-1.4,SOUTH FLORIDA CONSERVANCY DISTRICT PUMP STATION 5E
SGGEWX,SFWMD,weather,,,26.14536111,-81.57563889,,,,
SH1,USGS,usgs_brd,NAVD88,Everglades National,25.47239,-80.84822,-0.32,Shark_Slough,-1.516,NAVD 88 DTW 5.38 ft (USGS MO-215 20121001)
SH1_nexrad,SFWMD_synthetic,synthetic,,,25.47006,-80.85086,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10032630
SH2,FIU,usgs_brd,NAVD88,Everglades National,25.41006,-80.96331,-0.52,Shark_Slough,-1.47,NAVD 88 DTW 4.17 (FCELTER 20121001)
SH2_nexrad,SFWMD_synthetic,synthetic,,,25.41617,-80.96559,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031202
SH3,FIU,study,NAVD88,Everglades National,25.36408,-81.07847,0.27,Shark_Slough,-1.437,NAVD 88 DTW 5.08 ft (FCELTER 20121001)
SH4,usgs_brd_gordon,usgs_brd,NAVD88,Everglades National,25.4235,-81.06044,0.37,Shark_Slough,-1.44,NAVD 88 DTW 5.23 ft (Discontinued 20120930)
SH5,usgs_brd_gordon,usgs_brd,NAVD88,Everglades National,25.42133,-81.05969,0.16,Shark_Slough,-1.44,NAVD 88 DTW 4.71 ft (discontinued 20120930)
SH5_nexrad,SFWMD_synthetic,synthetic,,,25.41617,-81.06118,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031197
SHARK_RIVER,,,,,25.37493,-81.0367,,,,
SHAWANO5,SFWMD,,,,26.53211,-80.49528,,,-1.411,
SHAWANO6,SFWMD,,,,26.56628,-80.51945,,,-1.421,
SHR,USGS,Marine,NAVD88,,25.37494,-81.03669,0,Gulf_Coast,-1.444,
SINDIANR,SFWMD,,,,26.90571,-80.19167,,,-1.483,
SITE69,USGS,marsh,NGVD29,,25.88215,-80.61638,,WCA3B,-1.519,
SITE69_WEST,USGS,marsh,NGVD29,,25.9068333,-80.5891944,,WCA3A,-1.516,
SIX_L3,SFWMD,weather,,,26.4705,-81.125361,,,,SFWMD site SIX L3_R
SK-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.0259,-80.72056,,SPY KEY,,Florida Bay WQ station
SLEE,SFWMD,weather,,,26.69588889,-81.777,,,,
SM004,SFWMD,,NGVD29,,26.434038,-80.953546,,,-1.38,On the S&M Canal approximately 1.5 miles east of C
SMSBV,SFWMD,,NGVD29,,26.434267,-80.949661,,,-1.38,S&M CANAL SOUTH BANK STAGE
SnakeBight,NPS_SFWMD,,,,25.16775,-80.87833,,,-1.476,"GOES_ID was FA66959A ,DR 20100224"
SNAPX,USGS,,,,25.83909,-80.38694,,,-1.555,
SOUTHBAY,SFWMD,,,,26.6635,-80.70111,,,-1.404,
SOUTHMIAMI,SFWMD,,,,25.69882,-80.34972,,,-1.555,
SOUTH_OF_ST_JOHN,NDBC,weather,,Virgin Islands,18.251,-64.763,,,,"South of St. John, VI Owned by CarlCOOS"
SOUTH_OF_ST_THOMAS,NDBC,weather,,Virgin Islands,18.257,-65.004,,,,"South of St. Thomas, VI Owned by CarlCOOS"
SOUTH_TAVERNIER,weather_underground,weather,,,25,-80.54,,,,127 Azalea St
SP,NPS_ENP,marsh,NGVD29,Everglades National,25.39038,-80.79765,2.4,Road,-1.539,Lat/Long update Beth GPS 2010-04-28
SP01,DERM,marine,,,25.65829,-80.26813,,biscayne_bay,-1.539,Snapper Creek Discharge Channel DNS of S22
SPARO,NPS_ENP,marsh,NGVD29,Everglades National,25.734133,-80.829042,6.98,Shark_Slough,-1.493,Lat/Long update via Kahn GPS 2011-11-14
SPL,USGS,marine,NAVD88,,25.17556,-80.72278,,Western_Florida_Bay,-1.519,
SR,NPS_ENP,marine,NAVD88,Everglades National,25.35412,-81.10003,-4.74,Gulf_Coast,-1.434,
SR1,NPS_ENP,study,NGVD29,Everglades National,25.38058,-80.81134,1.36,Road,-1.535,Lat/Long update Beth GPS 2010-04-28
SR2,NPS_ENP,study,NGVD29,Everglades National,25.37853,-80.81117,1.51,Road,-1.535,
SRM1,NOAA,marine,UNKNOWN,Everglades National,25.3454,-81.1528,,,,AOML Shark River-mouth flow and salinity station
SRM3,NOAA,marine,UNKNOWN,Everglades National,25.3489,-81.231,,,,AOML Shark River-mouth flow and salinity station
SROTEN,SFWMD,,,,26.35629,-80.815,,,-1.437,
SRS1,USGS,,,,25.79715,-80.57833,,,-1.545,
SRS1b,NPS_ENP,water_quality,,Everglades National,25.75777,-80.72559,,Shark_Slough,-1.516,
SRS1c,NPS_ENP,water_quality,,Everglades National,25.75223,-80.57427,,Shark_Slough,-1.552,
SRS2,NPS_ENP,water_quality,,Everglades National,25.56639,-80.7852,,Shark_Slough,-1.509,
SR_nexrad,SFWMD_synthetic,synthetic,,,25.34431,-81.09943,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10029299
SSDDMC,SFWMD,,NGVD29,,26.687924,-80.808923,,,-1.4,SOUTH SHORE DRAINAGE DISTRICT MIAMI CANAL PUMP STA
STA1W,SFWMD,,,,26.63489,-80.4274,,STA1W,,
STA1W_CAT,USGS_EGERMAN,RESEARCH,,,26.65277,-80.40888,,,,
STA1W_ENR,USGS_EGERMAN,RESEARCH,,,26.62777,-80.43666,,,,
STA5WX,SFWMD,,,,26.4475,-80.89016666,,STA5,,
STCROIX_REEFGOLFCLUB,weather_underground,weather,,Virgin Islands,17.75,-64.61,,,,Description is Catherines Hope
STILLWATER,,,,,25.2283,-80.48595,,,,
STONEBRAKER,SFWMD,,,,25.91158,-80.17528,,,-1.558,
SUNNILAND,NOAA,weather,,,26.26667,-81.35,,,,88671
SWC,USGS,marine,NAVD88,,25.22806,-80.48667,,Eastern_Florida_Bay,-1.539,
SWEETWATER,SFWMD,,,,25.88214,-80.59972,,,-1.522,
SWOFF,NOAA,marine,UNKNOWN,Everglades National,25.1679,-81.6524,,,,AOML southwest_B offshore flow and salinity
SYLVANIA,SFWMD,,,,25.76548,-80.28306,,,-1.562,
TALISMAN,SFWMD,,,,26.6785,-80.49695,,,-1.44,
TAMIAMIAP1,SFWMD,,,,25.63965,-80.42667,,,-1.542,
TAMIAMIAP2,SFWMD,,,,25.63965,-80.42667,,,-1.542,
TAMICANAL,SFWMD,,,,25.76548,-80.68305,,,-1.529,
TAMIDBL,NOAA,,,,25.76549,-80.48306,,,-1.562,
TAYLORRIVER,,,,,25.19059,-80.63905,,,,
TAYLORSLOUGH,,,,,25.25256,-80.66626,,,,
TAYLOR_UP,,,,,25.2103,-80.64767,,,,
TB,NPS_ENP,marine,NAVD88,Everglades National,25.15734,-80.72479,-1.16,Western_Florida_Bay,-1.512,
TB_nexrad,SFWMD_synthetic,synthetic,,,25.1467,-80.71702,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10024105
TC,NPS_ENP,marine,NAVD88,Everglades National,25.21275,-80.53339,-2.08,Eastern_Florida_Bay,-1.539,lat-long updated 2012-02-01 CLW
TE,NPS_ENP,marine,NGVD29,Everglades National,25.41012,-80.96395,-2.58,Gulf_Coast,-1.47,Lat/Long updated Tennis gdb file.
TE_nexrad,SFWMD_synthetic,synthetic,,,25.41617,-80.96559,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031202
TG01,NPS_BISC,Marine,,Biscayne National,25.23673,-80.41103,,biscayne_bay,-1.549,
TG02,NPS_BISC,Marine,,Biscayne National,25.2885,-80.36855,,biscayne_bay,-1.549,
TG03,NPS_BISC,Marine,,Biscayne National,25.35278,-80.28027,,biscayne_bay,-1.545,
TG04,NPS_BISC,Marine,,Biscayne National,25.49472,-80.27837,,biscayne_bay,-1.532,
TG05,NPS_BISC,Marine,,Biscayne National,25.49633,-80.32552,,biscayne_bay,-1.529,
TG06,NPS_BISC,Marine,,Biscayne National,25.52728,-80.30405,,biscayne_bay,-1.526,
TG07,NPS_BISC,Marine,,Biscayne National,25.60408,-80.2891,,biscayne_bay,-1.526,
TG08,NPS_BISC,Marine,,Biscayne National,25.65127,-80.25958,,biscayne_bay,-1.539,
TG09,NPS_BISC,Marine,,Biscayne National,25.65445,-80.15967,,biscayne_bay,-1.565,
TG10,NPS_BISC,Marine,,Biscayne National,25.7705,-80.18183,,biscayne_bay,-1.555,
TG11,NPS_BISC,Marine,,Biscayne National,25.8138,-80.17487,,biscayne_bay,-1.545,
TG12,NPS_BISC,Marine,,Biscayne National,25.89017,-80.13983,,biscayne_bay,-1.555,
THREEMC,SFWMD,,NGVD29,,26.327198,-80.881607,,,-1.43,THREE MILE CANAL BELOW G409 NEAR CLEWISTON FL
TI8,USGS,Marsh,NAVD88,,25.8325,-80.54111,4.16,WCA3B,-1.542,
TI9,USGS,Marsh,NAVD88,,25.83722,-80.59944,4.78,WCA3B,-1.532,
TIST,NOAA_NCDC,weather,LOCAL,Virgin Islands,18.333,-64.967,,,,Airport in Virgin Islands_785430-USAF ID
TISX,NOAA_NCDC,weather,,,17.7,-64.8,,,,"Henry E. Rohlsen Airport, Christiansted, VI"
TI_CHK,NPS_ENP,study,LOCAL,Everglades National,25.744307,-80.657322,,NE_Shark_Slough,-1.535,Tree Island - forest dynamics
TKB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,24.95848,-80.78084,,TWIN KEY,,Florida Bay WQ station
TKB-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,24.9905,-80.78793,,TWIN KEY,,Florida Bay WQ station
TKB-3,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.00332,-80.75404,,TWIN KEY,,Florida Bay WQ station
TMC,NPS_ENP,marsh,NGVD29,Everglades National,25.61605,-80.87255,3.88,Shark_Slough,-1.486,Lat/Long update via Kahn GPS 2010-05-12.
TP,NPS_ENP,marine,NAVD88,,25.20338,-80.37232,-3.6,Eastern_Florida_Bay,-1.558,
TPBBSW-10B,FPL,,NAVD88,,25.440944,-80.324722,,biscayne_bay,-1.529,Surface water station in Biscayne Bay
TPBBSW-10T,FPL,,NAVD88,,25.440944,-80.324722,,biscayne_bay,-1.529,Surface water station in Biscayne Bay
TPFM-1S,FPL,,NAVD88,,25.436069,-80.328428,,biscayne_bay,-1.526,Turkey Point GW monitoring site shallow
TPFM-2S,FPL,,NAVD88,,25.357195,-80.339161,,biscayne_bay,-1.532,Turkey Point GW monitoring site shallow
TPFM-3S,FPL,,NAVD88,,25.434236,-80.332706,,biscayne_bay,-1.529,Turkey Point GW monitoring site shallow
TPGW-10D,FPL,,NAVD88,,25.44094444,-80.49138889,,biscayne_bay,-1.529,Marine GW well midpt screen elev88=-120.1
TPGW-10M,FPL,,NAVD88,,25.44094444,-80.49138889,,biscayne_bay,-1.529,Marine GW well midpt screen elev88=-54.1
TPGW-10S,FPL,,NAVD88,,25.44094444,-80.49138889,,biscayne_bay,-1.529,Marine GW well midpt screen elev88=-29.1
TPGW-11D,FPL,,NAVD88,,25.39705556,-80.30416667,,biscayne_bay,-1.532,Marine GW well midpt screen elev88=-115.7
TPGW-11M,FPL,,NAVD88,,25.39705556,-80.30416667,,biscayne_bay,-1.532,Marine GW well midpt screen elev88=-83.7
TPGW-11S,FPL,,NAVD88,,25.39705556,-80.30416667,,biscayne_bay,-1.532,Marine GW well midpt screen elev88=-32.7
TPGW-12D,FPL,,NAVD88,,25.44872222,-80.33969444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-91.04
TPGW-12M,FPL,,NAVD88,,25.44872222,-80.33969444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-57.07
TPGW-12S,FPL,,NAVD88,,25.44872222,-80.33969444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-22.08
TPGW-13D,FPL,,NAVD88,,25.39416667,-80.35197222,,biscayne_bay,-1.529,CCS GW well midpt screen elev88=-84.72
TPGW-13M,FPL,,NAVD88,,25.39416667,-80.35197222,,biscayne_bay,-1.529,CCS GW well midpt screen elev88=-56.57
TPGW-13S,FPL,,NAVD88,,25.39416667,-80.35197222,,biscayne_bay,-1.529,CCS GW well midpt screen elev88=-29.61
TPGW-14D,FPL,,NAVD88,,25.35430556,-80.32625,,biscayne_bay,-1.535,Marine GW well midpt screen elev88=-95.6
TPGW-14M,FPL,,NAVD88,,25.35430556,-80.32625,,biscayne_bay,-1.535,Marine GW well midpt screen elev88=-49.5
TPGW-14S,FPL,,NAVD88,,25.35430556,-80.32625,,biscayne_bay,-1.535,Marine GW well midpt screen elev88=-25.7
TPGW-1D,FPL,,NAVD88,,25.43463889,-80.35438889,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-83.1
TPGW-1M,FPL,,NAVD88,,25.43463889,-80.35438889,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-49.18
TPGW-1S,FPL,,NAVD88,,25.43463889,-80.35438889,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-29.18
TPGW-2D,FPL,,NAVD88,,25.38172222,-80.36983333,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-85.36
TPGW-2M,FPL,,NAVD88,,25.38172222,-80.36983333,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-50.32
TPGW-2S,FPL,,NAVD88,,25.38172222,-80.36983333,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-25.34
TPGW-3D,FPL,,NAVD88,,25.34502778,-80.34775,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-86.5
TPGW-3M,FPL,,NAVD88,,25.34502778,-80.34775,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-55.48
TPGW-3S,FPL,,NAVD88,,25.34502778,-80.34775,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-27.66
TPGW-4D,FPL,,NAVD88,,25.37,-80.41225,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-61.68
TPGW-4M,FPL,,NAVD88,,25.37,-80.41225,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-38.78
TPGW-4S,FPL,,NAVD88,,25.37,-80.41225,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-21.96
TPGW-5D,FPL,,NAVD88,,25.42330556,-80.40369444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-64.28
TPGW-5M,FPL,,NAVD88,,25.42330556,-80.40369444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-46.73
TPGW-5S,FPL,,NAVD88,,25.42330556,-80.40369444,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-25.25
TPGW-6D,FPL,,NAVD88,,25.45563889,-80.38694444,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-82.31
TPGW-6M,FPL,,NAVD88,,25.45563889,-80.38694444,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-49.18
TPGW-6S,FPL,,NAVD88,,25.45563889,-80.38694444,,biscayne_bay,-1.532,Terrestrial GW well midpt screen elev88=-21.74
TPGW-7D,FPL,,NAVD88,,25.43402778,-80.42797222,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-80.51
TPGW-7M,FPL,,NAVD88,,25.43402778,-80.42797222,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-48.45
TPGW-7S,FPL,,NAVD88,,25.43402778,-80.42797222,,biscayne_bay,-1.529,Terrestrial GW well midpt screen elev88=-22.44
TPGW-8D,FPL,,NAVD88,,25.41011111,-80.45241667,,biscayne_bay,-1.526,Terrestrial GW well midpt screen elev88=-49.19
TPGW-8M,FPL,,NAVD88,,25.41011111,-80.45241667,,biscayne_bay,-1.526,Terrestrial GW well midpt screen elev88=-33.78
TPGW-8S,FPL,,NAVD88,,25.41011111,-80.45241667,,biscayne_bay,-1.526,Terrestrial GW well midpt screen elev88=-16.82
TPGW-9D,FPL,,NAVD88,,25.37461111,-80.47830556,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-45.38
TPGW-9M,FPL,,NAVD88,,25.37461111,-80.47830556,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-31.77
TPGW-9S,FPL,,NAVD88,,25.37461111,-80.47830556,,biscayne_bay,-1.535,Terrestrial GW well midpt screen elev88=-13.27
TPIDFM-1M_0,FPL,,NAVD88,,25.413701,-80.357287,,biscayne_bay,-1.529,Turkey Point GW monitoring site intermediate
TPIDFM-1M_1,FPL,,NAVD88,,25.413701,-80.357287,,biscayne_bay,-1.529,Turkey Point GW monitoring site intermediate
TPIDFM-2M_0,FPL,,NAVD88,,25.387865,-80.366512,,biscayne_bay,-1.529,Turkey Point GW monitoring site intermediate
TPIDFM-2M_1,FPL,,NAVD88,,25.387865,-80.366512,,biscayne_bay,-1.529,Turkey Point GW monitoring site intermediate
TPM-1,FPL,,,,25.394081,-80.351971,,,,Turkey Point Meteorological Station
TPM-1S,FPL,,NAVD88,,25.39363,-80.35074,,biscayne_bay,-1.529,Turkey Point meteorological monitoring site
TPTS,SFWMD,marine,NGVD29,,25.20338,-80.37232,,Eastern_Florida_Bay,,validated data from DBHydro
TP_CCS,SFWMD,,,,25.392427,-80.347025,,,,Turkey Point Cooling Canal Raindar Site
TP_nexrad,SFWMD_synthetic,Synthetic,,,25.2006,-80.37284,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10025545
TP_SFWMD,SFWMD,,,,25.20338,-80.347025,,,,
TR,NPS_ENP,marine,NAVD88,Everglades National,25.21712,-80.64957,-2.44,Western_Florida_Bay,-1.542,
TRAILRIDGE,NOAA,,,,25.76549,-80.48306,,,-1.562,
TRE,USGS,marine,NAVD88,,25.19083,-80.63917,,Western_Florida_Bay,-1.535,
